GUID,",","Series/Group              ,","Slate Start ,","Slate End   ,","Writing Types,",Recorded/Digital,,,",",format of most of the information,",",Anything moving on screen during slate?,
cpb-aacip-129-35gb5tx0,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-35gb5tzq,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-35gb5v04,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-35gb5v1v,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-35gb5v2k,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-35t76r5b,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-35t76r62,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-35t76r7s,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-35t76r8h,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-35t76r97,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-35t76rbz,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-35t76rcp,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-35t76rdd,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-36547mzf,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-36547nb3,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-36547nct,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-36547ndj,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-36547nf8,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-36h18hk2,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-36h18hms,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-36h18hnh,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-36h18hp7,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-36h18hqz,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-36h18hrp,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-36tx9drp,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-375tb9cv,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-37hqc62x,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-37hqc63n,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-37vmd35p,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-37vmd36d,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-37vmd374,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-37vmd38v,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-386hdzwp,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-386hdzxd,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-386hdzz4,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-386hf006,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-38jdfvpx,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-38jdfvqn,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-38jdfvrc,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-38jdfvs3,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-38jdfvtt,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-38jdfvvj,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-38w9grb8,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-38w9grtd,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-38w9grv4,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-38w9grwv,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-38w9grxk,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-3976hnqc,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-3976hnr3,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-39k3jhzb,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-39k3jj0r,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-39k3jj1g,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-39x0kdmp,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-39x0kdnd,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-407wmb8p,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-407wmb9d,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-407wmbb4,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-40ksn5xn,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-40ksn6b1,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-40ksn6cr,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-40ksn6dg,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-40ksn6f6,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-40xpp4b9,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-40xpp4c1,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-40xpp4dr,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-40xpp4fg,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-40xpp4g6,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-40xpp4hx,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-418kq0rf,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-418kq15t,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-418kq16j,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-41mgqw7h,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-41mgqwj1,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-41mgqwkr,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-41mgqwmg,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-41zcrsm2,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-4298spg9,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-4298sph1,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-4298spjr,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-4298sq29,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-4298sq31,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-4298sq4r,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-42n5tkcq,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-42n5tkdf,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-4302vg67,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-4302vg7z,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-4302vg9d,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-4302vgb4,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-4302vgcv,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-4302vgdk,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-439zwcf9,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-439zwcg1,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-439zwchr,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-439zwcjg,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-43nvx78k,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-43nvx7q0,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-43nvx7rq,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-43nvx7sf,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-43nvx7t5,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-43nvx7vw,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-43nvx7wm,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-440rz522,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-440rz53s,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-440rz54h,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-44bp01m5,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-44bp01v7,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-44bp01wz,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-44pk0wzn,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-44pk0x02,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-44pk0x1s,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-451g1svm,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-451g1t78,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-451g1t80,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-451g1t9q,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-451g1tbf,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-451g1tc5,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-451g1tdw,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-451g1tfm,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-45cc2pnv,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-45cc2pzc,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-45cc2q0s,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-45q83kwh,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-45q83kx7,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-45q83kzz,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-46254h54,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-46254h6v,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-46254h7k,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-46d25crb,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-46d25cs2,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-46d25cts,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-46d25cvh,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-46d25cw7,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-46qz68kq,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-46qz68mf,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-47dr82kf,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-47dr82m5,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-47rn8xbm,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-47rn8xcb,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-47rn8xd2,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-47rn8xfs,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-47rn8xgh,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-483j9thc,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-483j9ts5,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-483j9ttw,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-48ffbqkd,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-48ffbqwx,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-48ffbqxn,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-48ffbqzc,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-48ffbr0s,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-48ffbr1h,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-48ffbr27,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
cpb-aacip-129-48ffbr3z,",","North Carolina Now        ,",",",",","typed        ,",digital,,,",",boxes to fill in,",",no,
